Degree,Actual,LOMAX,GLM Type-I,GLM Type-II,GLM Type-III,GLM Type-IV,,PowerLaw_Estimated,Pareto_Estimated,Lognornal_Estimated,PowerLaw_Cutoff_Estimated,Exponential_Estimated
1774,0,0.222861391,0.216940629,0.227996979,0.225554539,0.155078167,,0.166837042,0.166837042,0.0000118,7.21E-10,1.13E-69
1775,0,0.222597451,0.216683681,0.227727611,0.22528669,0.154885962,,0.16665169,0.16665169,0.0000118,7.11E-10,1.13E-69
1776,0,0.222333971,0.216427181,0.227458713,0.22501931,0.154694102,,0.166466648,0.166466648,0.0000117,7.02E-10,1.13E-69
1777,1,0.22207095,0.21617113,0.227190284,0.224752397,0.154502588,,0.166281915,0.166281915,0.0000117,6.92E-10,1.13E-69
1778,0,0.221808389,0.215915526,0.226922321,0.224485951,0.154311419,,0.166097491,0.166097491,0.0000116,6.83E-10,1.13E-69
1779,0,0.221546285,0.215660367,0.226654826,0.224219969,0.154120593,,0.165913376,0.165913376,0.0000116,6.73E-10,1.13E-69
1780,0,0.221284638,0.215405653,0.226387795,0.223954452,0.15393011,,0.165729567,0.165729567,0.0000116,6.64E-10,1.13E-69
1781,0,0.221023447,0.215151383,0.226121229,0.223689398,0.153739969,,0.165546066,0.165546066,0.0000115,6.55E-10,1.13E-69
1782,0,0.22076271,0.214897556,0.225855126,0.223424807,0.15355017,,0.16536287,0.16536287,0.0000115,6.46E-10,1.13E-69
1783,0,0.220502427,0.21464417,0.225589485,0.223160676,0.153360711,,0.16517998,0.16517998,0.0000114,6.37E-10,1.13E-69
1784,0,0.220242596,0.214391225,0.225324305,0.222897005,0.153171592,,0.164997394,0.164997394,0.0000114,6.29E-10,1.13E-69
1785,0,0.219983216,0.21413872,0.225059584,0.222633793,0.152982812,,0.164815113,0.164815113,0.0000114,6.20E-10,1.13E-69
1786,0,0.219724287,0.213886653,0.224795323,0.222371038,0.15279437,,0.164633134,0.164633134,0.0000113,6.12E-10,1.13E-69
1787,0,0.219465807,0.213635024,0.22453152,0.222108741,0.152606265,,0.164451458,0.164451458,0.0000113,6.03E-10,1.13E-69
1788,0,0.219207776,0.213383832,0.224268173,0.221846899,0.152418497,,0.164270085,0.164270085,0.0000112,5.95E-10,1.13E-69
1789,0,0.218950192,0.213133076,0.224005282,0.221585512,0.152231064,,0.164089012,0.164089012,0.0000112,5.87E-10,1.13E-69
1790,0,0.218693054,0.212882754,0.223742846,0.221324578,0.152043967,,0.16390824,0.16390824,0.0000112,5.79E-10,1.13E-69
1791,0,0.218436361,0.212632865,0.223480864,0.221064097,0.151857204,,0.163727768,0.163727768,0.0000111,5.71E-10,1.13E-69
1792,1,0.218180113,0.21238341,0.223219334,0.220804068,0.151670774,,0.163547596,0.163547596,0.0000111,5.63E-10,1.13E-69
1793,0,0.217924307,0.212134386,0.222958256,0.220544489,0.151484676,,0.163367722,0.163367722,0.0000111,5.56E-10,1.13E-69
1794,0,0.217668944,0.211885792,0.222697628,0.220285359,0.151298911,,0.163188145,0.163188145,0.000011,5.48E-10,1.13E-69
1795,0,0.217414023,0.211637629,0.22243745,0.220026678,0.151113477,,0.163008867,0.163008867,0.000011,5.41E-10,1.13E-69
1796,0,0.217159541,0.211389894,0.222177721,0.219768444,0.150928372,,0.162829885,0.162829885,0.0000109,5.33E-10,1.13E-69
1797,0,0.216905498,0.211142587,0.221918438,0.219510657,0.150743598,,0.162651198,0.162651198,0.0000109,5.26E-10,1.13E-69
1798,0,0.216651894,0.210895707,0.221659603,0.219253315,0.150559152,,0.162472808,0.162472808,0.0000109,5.19E-10,1.13E-69
1799,0,0.216398727,0.210649252,0.221401213,0.218996418,0.150375034,,0.162294711,0.162294711,0.0000108,5.12E-10,1.13E-69
1800,0,0.216145996,0.210403223,0.221143267,0.218739964,0.150191244,,0.162116909,0.162116909,0.0000108,5.05E-10,1.13E-69
1801,0,0.2158937,0.210157617,0.220885765,0.218483952,0.150007779,,0.1619394,0.1619394,0.0000108,4.98E-10,1.13E-69
1802,0,0.215641839,0.209912434,0.220628705,0.218228382,0.149824641,,0.161762184,0.161762184,0.0000107,4.91E-10,1.13E-69
1803,0,0.21539041,0.209667673,0.220372086,0.217973251,0.149641827,,0.161585261,0.161585261,0.0000107,4.84E-10,1.13E-69
1804,0,0.215139414,0.209423333,0.220115908,0.217718561,0.149459338,,0.161408628,0.161408628,0.0000107,4.78E-10,1.13E-69
1805,0,0.214888849,0.209179413,0.21986017,0.217464308,0.149277172,,0.161232286,0.161232286,0.0000106,4.71E-10,1.13E-69
1806,0,0.214638714,0.208935912,0.21960487,0.217210493,0.149095329,,0.161056235,0.161056235,0.0000106,4.65E-10,1.13E-69
1807,0,0.214389009,0.208692829,0.219350007,0.216957114,0.148913807,,0.160880473,0.160880473,0.0000105,4.59E-10,1.13E-69
1808,0,0.214139732,0.208450164,0.219095581,0.216704171,0.148732607,,0.160705,0.160705,0.0000105,4.52E-10,1.13E-69
1809,0,0.213890882,0.208207914,0.21884159,0.216451662,0.148551727,,0.160529815,0.160529815,0.0000105,4.46E-10,1.13E-69
1810,0,0.213642459,0.20796608,0.218588033,0.216199586,0.148371167,,0.160354918,0.160354918,0.0000104,4.40E-10,1.13E-69
1811,0,0.213394461,0.20772466,0.218334911,0.215947943,0.148190926,,0.160180308,0.160180308,0.0000104,4.34E-10,1.13E-69
1812,0,0.213146887,0.207483654,0.21808222,0.215696731,0.148011003,,0.160005984,0.160005984,0.0000104,4.28E-10,1.13E-69
1813,0,0.212899737,0.20724306,0.217829961,0.215445949,0.147831398,,0.159831946,0.159831946,0.0000103,4.22E-10,1.13E-69
1814,0,0.21265301,0.207002877,0.217578133,0.215195597,0.147652109,,0.159658193,0.159658193,0.0000103,4.17E-10,1.13E-69
1815,0,0.212406704,0.206763105,0.217326734,0.214945674,0.147473136,,0.159484724,0.159484724,0.0000103,4.11E-10,1.13E-69
1816,0,0.212160819,0.206523743,0.217075764,0.214696178,0.147294479,,0.159311539,0.159311539,0.0000102,4.05E-10,1.13E-69
1817,0,0.211915353,0.20628479,0.216825222,0.214447108,0.147116136,,0.159138638,0.159138638,0.0000102,4.00E-10,1.13E-69
1818,0,0.211670306,0.206046244,0.216575106,0.214198464,0.146938107,,0.158966019,0.158966019,0.0000102,3.94E-10,1.13E-69
1819,0,0.211425677,0.205808105,0.216325416,0.213950245,0.146760391,,0.158793682,0.158793682,0.0000101,3.89E-10,1.13E-69
1820,0,0.211181465,0.205570373,0.216076151,0.213702449,0.146582987,,0.158621627,0.158621627,0.0000101,3.84E-10,1.13E-69
1821,0,0.210937669,0.205333045,0.215827309,0.213455077,0.146405895,,0.158449853,0.158449853,0.0000101,3.79E-10,1.13E-69
1822,0,0.210694287,0.205096121,0.215578891,0.213208125,0.146229114,,0.158278358,0.158278358,0.00001,3.73E-10,1.13E-69
1823,0,0.21045132,0.204859601,0.215330894,0.212961595,0.146052643,,0.158107143,0.158107143,0.00000999,3.68E-10,1.13E-69
1824,0,0.210208765,0.204623483,0.215083318,0.212715485,0.145876482,,0.157936207,0.157936207,0.00000996,3.63E-10,1.13E-69
1825,0,0.209966623,0.204387767,0.214836162,0.212469793,0.14570063,,0.15776555,0.15776555,0.00000993,3.58E-10,1.13E-69
1826,0,0.209724893,0.204152451,0.214589426,0.21222452,0.145525085,,0.15759517,0.15759517,0.00000989,3.54E-10,1.13E-69
1827,0,0.209483572,0.203917534,0.214343107,0.211979663,0.145349848,,0.157425067,0.157425067,0.00000986,3.49E-10,1.13E-69
1828,0,0.209242661,0.203683017,0.214097206,0.211735223,0.145174918,,0.157255241,0.157255241,0.00000983,3.44E-10,1.13E-69
1829,0,0.209002158,0.203448897,0.213851721,0.211491198,0.145000293,,0.157085691,0.157085691,0.00000979,3.39E-10,1.13E-69
1830,0,0.208762063,0.203215174,0.213606651,0.211247587,0.144825974,,0.156916416,0.156916416,0.00000976,3.35E-10,1.13E-69
1831,0,0.208522375,0.202981848,0.213361996,0.211004389,0.144651959,,0.156747416,0.156747416,0.00000973,3.30E-10,1.13E-69
1832,0,0.208283092,0.202748916,0.213117754,0.210761604,0.144478249,,0.15657869,0.15657869,0.0000097,3.26E-10,1.13E-69
1833,1,0.208044214,0.202516379,0.212873925,0.21051923,0.144304841,,0.156410237,0.156410237,0.00000966,3.21E-10,1.13E-69
1834,0,0.207805741,0.202284235,0.212630507,0.210277267,0.144131736,,0.156242058,0.156242058,0.00000963,3.17E-10,1.13E-69
1835,0,0.20756767,0.202052483,0.2123875,0.210035714,0.143958933,,0.156074151,0.156074151,0.0000096,3.13E-10,1.13E-69
1836,0,0.207330001,0.201821124,0.212144903,0.209794569,0.14378643,,0.155906515,0.155906515,0.00000957,3.08E-10,1.13E-69
1837,0,0.207092734,0.201590155,0.211902715,0.209553832,0.143614228,,0.155739151,0.155739151,0.00000954,3.04E-10,1.13E-69
1838,0,0.206855867,0.201359576,0.211660934,0.209313501,0.143442326,,0.155572057,0.155572057,0.00000951,3.00E-10,1.13E-69
1839,0,0.206619399,0.201129386,0.211419561,0.209073577,0.143270723,,0.155405234,0.155405234,0.00000947,2.96E-10,1.13E-69
1840,0,0.20638333,0.200899584,0.211178594,0.208834058,0.143099418,,0.15523868,0.15523868,0.00000944,2.92E-10,1.13E-69
1841,0,0.206147658,0.20067017,0.210938032,0.208594943,0.142928411,,0.155072394,0.155072394,0.00000941,2.88E-10,1.13E-69
1842,0,0.205912384,0.200441141,0.210697875,0.208356231,0.142757701,,0.154906377,0.154906377,0.00000938,2.84E-10,1.13E-69
1843,0,0.205677505,0.200212499,0.210458121,0.208117922,0.142587288,,0.154740628,0.154740628,0.00000935,2.80E-10,1.13E-69
1844,0,0.205443021,0.199984241,0.210218769,0.207880014,0.142417169,,0.154575146,0.154575146,0.00000932,2.76E-10,1.13E-69
1845,0,0.205208932,0.199756367,0.20997982,0.207642507,0.142247346,,0.15440993,0.15440993,0.00000929,2.73E-10,1.13E-69
1846,0,0.204975235,0.199528876,0.209741271,0.207405399,0.142077817,,0.15424498,0.15424498,0.00000926,2.69E-10,1.13E-69
1847,0,0.204741931,0.199301768,0.209503122,0.20716869,0.141908582,,0.154080296,0.154080296,0.00000923,2.65E-10,1.13E-69
1848,0,0.204509019,0.19907504,0.209265371,0.206932379,0.14173964,,0.153915877,0.153915877,0.0000092,2.62E-10,1.13E-69
1849,0,0.204276497,0.198848693,0.209028019,0.206696465,0.14157099,,0.153751721,0.153751721,0.00000917,2.58E-10,1.13E-69
1850,0,0.204044365,0.198622726,0.208791065,0.206460948,0.141402632,,0.15358783,0.15358783,0.00000914,2.55E-10,1.13E-69
1851,0,0.203812622,0.198397137,0.208554506,0.206225825,0.141234564,,0.153424201,0.153424201,0.00000911,2.51E-10,1.13E-69
1852,1,0.203581267,0.198171927,0.208318343,0.205991097,0.141066787,,0.153260836,0.153260836,0.00000908,2.48E-10,1.13E-69
1853,0,0.2033503,0.197947093,0.208082575,0.205756763,0.1408993,,0.153097732,0.153097732,0.00000905,2.44E-10,1.13E-69
1854,0,0.203119718,0.197722636,0.207847201,0.205522821,0.140732101,,0.152934889,0.152934889,0.00000902,2.41E-10,1.13E-69
1855,0,0.202889522,0.197498554,0.207612219,0.205289271,0.140565191,,0.152772308,0.152772308,0.00000899,2.38E-10,1.13E-69
1856,1,0.202659711,0.197274847,0.207377629,0.205056111,0.140398569,,0.152609986,0.152609986,0.00000896,2.34E-10,1.13E-69
1857,1,0.202430284,0.197051513,0.207143431,0.204823342,0.140232234,,0.152447925,0.152447925,0.00000893,2.31E-10,1.13E-69
1858,0,0.202201239,0.196828553,0.206909622,0.204590962,0.140066185,,0.152286123,0.152286123,0.0000089,2.28E-10,1.13E-69
1859,0,0.201972577,0.196605965,0.206676203,0.204358971,0.139900422,,0.152124579,0.152124579,0.00000887,2.25E-10,1.13E-69
1860,0,0.201744296,0.196383748,0.206443173,0.204127367,0.139734944,,0.151963294,0.151963294,0.00000884,2.22E-10,1.13E-69
1861,0,0.201516395,0.196161901,0.20621053,0.203896149,0.13956975,,0.151802266,0.151802266,0.00000881,2.19E-10,1.13E-69
1862,0,0.201288874,0.195940424,0.205978275,0.203665317,0.13940484,,0.151641495,0.151641495,0.00000878,2.16E-10,1.13E-69
1863,0,0.201061732,0.195719316,0.205746405,0.20343487,0.139240213,,0.15148098,0.15148098,0.00000875,2.13E-10,1.13E-69
1864,0,0.200834967,0.195498576,0.20551492,0.203204808,0.139075869,,0.151320722,0.151320722,0.00000872,2.10E-10,1.13E-69
1865,0,0.20060858,0.195278204,0.20528382,0.202975128,0.138911807,,0.151160718,0.151160718,0.0000087,2.07E-10,1.13E-69
1866,0,0.200382569,0.195058197,0.205053103,0.202745831,0.138748026,,0.15100097,0.15100097,0.00000867,2.05E-10,1.13E-69
1867,0,0.200156933,0.194838557,0.204822769,0.202516915,0.138584526,,0.150841476,0.150841476,0.00000864,2.02E-10,1.13E-69
1868,0,0.199931672,0.194619281,0.204592816,0.20228838,0.138421306,,0.150682235,0.150682235,0.00000861,1.99E-10,1.13E-69
1869,0,0.199706785,0.194400369,0.204363245,0.202060225,0.138258365,,0.150523248,0.150523248,0.00000858,1.96E-10,1.13E-69
1870,0,0.199482271,0.19418182,0.204134053,0.201832449,0.138095703,,0.150364514,0.150364514,0.00000855,1.94E-10,1.13E-69
1871,0,0.199258128,0.193963634,0.203905241,0.201605051,0.137933319,,0.150206031,0.150206031,0.00000853,1.91E-10,1.13E-69
1872,0,0.199034358,0.19374581,0.203676807,0.201378031,0.137771212,,0.1500478,0.1500478,0.0000085,1.88E-10,1.13E-69
1873,0,0.198810957,0.193528346,0.203448751,0.201151387,0.137609383,,0.149889821,0.149889821,0.00000847,1.86E-10,1.13E-69
1874,0,0.198587927,0.193311242,0.203221072,0.200925118,0.137447829,,0.149732091,0.149732091,0.00000844,1.83E-10,1.13E-69
1875,0,0.198365265,0.193094498,0.202993769,0.200699225,0.137286552,,0.149574612,0.149574612,0.00000842,1.81E-10,1.13E-69
1876,0,0.198142971,0.192878112,0.20276684,0.200473706,0.137125549,,0.149417382,0.149417382,0.00000839,1.78E-10,1.13E-69
1877,0,0.197921045,0.192662084,0.202540287,0.20024856,0.136964821,,0.149260401,0.149260401,0.00000836,1.76E-10,1.13E-69
1878,0,0.197699485,0.192446413,0.202314106,0.200023786,0.136804366,,0.149103669,0.149103669,0.00000833,1.74E-10,1.13E-69
1879,0,0.197478291,0.192231098,0.202088299,0.199799384,0.136644185,,0.148947184,0.148947184,0.00000831,1.71E-10,1.13E-69
1880,0,0.197257462,0.192016138,0.201862863,0.199575353,0.136484276,,0.148790947,0.148790947,0.00000828,1.69E-10,1.13E-69
1881,0,0.197036997,0.191801533,0.201637798,0.199351692,0.136324639,,0.148634957,0.148634957,0.00000825,1.67E-10,1.13E-69
1882,0,0.196816895,0.191587281,0.201413104,0.1991284,0.136165274,,0.148479213,0.148479213,0.00000823,1.64E-10,1.13E-69
1883,0,0.196597156,0.191373383,0.201188779,0.198905476,0.136006179,,0.148323714,0.148323714,0.0000082,1.62E-10,1.13E-69
1884,0,0.196377778,0.191159837,0.200964823,0.19868292,0.135847355,,0.148168461,0.148168461,0.00000817,1.60E-10,1.13E-69
1885,0,0.196158761,0.190946642,0.200741234,0.198460731,0.1356888,,0.148013453,0.148013453,0.00000815,1.58E-10,1.13E-69
1886,0,0.195940105,0.190733798,0.200518013,0.198238908,0.135530514,,0.147858689,0.147858689,0.00000812,1.56E-10,1.13E-69
1887,0,0.195721808,0.190521304,0.200295158,0.19801745,0.135372496,,0.147704169,0.147704169,0.00000809,1.53E-10,1.13E-69
1888,0,0.195503869,0.19030916,0.200072668,0.197796356,0.135214746,,0.147549892,0.147549892,0.00000807,1.51E-10,1.13E-69
1889,1,0.195286288,0.190097364,0.199850543,0.197575626,0.135057263,,0.147395857,0.147395857,0.00000804,1.49E-10,1.13E-69
1890,0,0.195069065,0.189885915,0.199628782,0.197355259,0.134900047,,0.147242065,0.147242065,0.00000802,1.47E-10,1.13E-69
1891,0,0.194852197,0.189674814,0.199407384,0.197135254,0.134743097,,0.147088515,0.147088515,0.00000799,1.45E-10,1.13E-69
1892,0,0.194635685,0.189464058,0.199186349,0.19691561,0.134586412,,0.146935205,0.146935205,0.00000796,1.43E-10,1.13E-69
1893,0,0.194419528,0.189253648,0.198965675,0.196696327,0.134429992,,0.146782137,0.146782137,0.00000794,1.41E-10,1.13E-69
1894,0,0.194203725,0.189043583,0.198745361,0.196477403,0.134273836,,0.146629308,0.146629308,0.00000791,1.39E-10,1.13E-69
1895,0,0.193988274,0.188833862,0.198525408,0.196258838,0.134117944,,0.14647672,0.14647672,0.00000789,1.38E-10,1.13E-69
1896,0,0.193773177,0.188624484,0.198305814,0.196040631,0.133962315,,0.14632437,0.14632437,0.00000786,1.36E-10,1.13E-69
1897,0,0.193558431,0.188415448,0.198086578,0.195822782,0.133806948,,0.146172259,0.146172259,0.00000784,1.34E-10,1.13E-69
1898,0,0.193344035,0.188206754,0.1978677,0.195605289,0.133651843,,0.146020386,0.146020386,0.00000781,1.32E-10,1.13E-69
1899,0,0.19312999,0.187998401,0.197649179,0.195388152,0.133497,,0.145868751,0.145868751,0.00000779,1.30E-10,1.13E-69
1900,0,0.192916295,0.187790389,0.197431014,0.19517137,0.133342417,,0.145717353,0.145717353,0.00000776,1.28E-10,1.13E-69
1901,0,0.192702948,0.187582715,0.197213204,0.194954943,0.133188094,,0.145566192,0.145566192,0.00000774,1.27E-10,1.13E-69
1902,0,0.192489949,0.187375381,0.196995749,0.194738868,0.133034031,,0.145415267,0.145415267,0.00000771,1.25E-10,1.13E-69
1903,0,0.192277297,0.187168385,0.196778648,0.194523147,0.132880227,,0.145264578,0.145264578,0.00000769,1.23E-10,1.13E-69
1904,0,0.192064991,0.186961726,0.196561899,0.194307777,0.132726682,,0.145114123,0.145114123,0.00000766,1.22E-10,1.13E-69
1905,0,0.191853031,0.186755403,0.196345503,0.194092759,0.132573394,,0.144963904,0.144963904,0.00000764,1.20E-10,1.13E-69
1906,0,0.191641416,0.186549417,0.196129459,0.193878091,0.132420363,,0.144813919,0.144813919,0.00000761,1.18E-10,1.13E-69
1907,0,0.191430145,0.186343765,0.195913765,0.193663773,0.132267589,,0.144664167,0.144664167,0.00000759,1.17E-10,1.13E-69
1908,0,0.191219218,0.186138448,0.195698421,0.193449804,0.132115072,,0.144514649,0.144514649,0.00000756,1.15E-10,1.13E-69
1909,0,0.191008633,0.185933465,0.195483427,0.193236183,0.13196281,,0.144365363,0.144365363,0.00000754,1.14E-10,1.13E-69
1910,0,0.19079839,0.185728815,0.195268781,0.19302291,0.131810803,,0.14421631,0.14421631,0.00000751,1.12E-10,1.13E-69
1911,0,0.190588488,0.185524497,0.195054483,0.192809983,0.13165905,,0.144067489,0.144067489,0.00000749,1.11E-10,1.13E-69
1912,0,0.190378927,0.18532051,0.194840532,0.192597403,0.131507551,,0.143918898,0.143918898,0.00000747,1.09E-10,1.13E-69
1913,0,0.190169706,0.185116855,0.194626927,0.192385167,0.131356306,,0.143770539,0.143770539,0.00000744,1.08E-10,1.13E-69
1914,0,0.189960823,0.184913529,0.194413668,0.192173276,0.131205314,,0.14362241,0.14362241,0.00000742,1.06E-10,1.13E-69
1915,0,0.189752279,0.184710533,0.194200753,0.191961729,0.131054574,,0.143474511,0.143474511,0.0000074,1.05E-10,1.13E-69
1916,0,0.189544072,0.184507866,0.193988183,0.191750524,0.130904085,,0.143326841,0.143326841,0.00000737,1.03E-10,1.13E-69
1917,0,0.189336203,0.184305527,0.193775956,0.191539663,0.130753848,,0.1431794,0.1431794,0.00000735,1.02E-10,1.13E-69
1918,0,0.189128669,0.184103515,0.193564071,0.191329142,0.130603861,,0.143032188,0.143032188,0.00000732,1.00E-10,1.13E-69
1919,0,0.188921471,0.18390183,0.193352529,0.191118962,0.130454124,,0.142885204,0.142885204,0.0000073,9.91E-11,1.13E-69
1920,0,0.188714607,0.18370047,0.193141328,0.190909123,0.130304637,,0.142738447,0.142738447,0.00000728,9.78E-11,1.13E-69
1921,0,0.188508078,0.183499436,0.192930467,0.190699623,0.130155398,,0.142591917,0.142591917,0.00000725,9.64E-11,1.13E-69
1922,0,0.188301881,0.183298726,0.192719945,0.190490461,0.130006409,,0.142445614,0.142445614,0.00000723,9.51E-11,1.13E-69
1923,0,0.188096017,0.183098341,0.192509763,0.190281638,0.129857667,,0.142299536,0.142299536,0.00000721,9.38E-11,1.13E-69
1924,0,0.187890486,0.182898278,0.192299919,0.190073151,0.129709172,,0.142153685,0.142153685,0.00000719,9.26E-11,1.13E-69
1925,0,0.187685285,0.182698538,0.192090412,0.189865001,0.129560924,,0.142008059,0.142008059,0.00000716,9.13E-11,1.13E-69
1926,0,0.187480414,0.182499119,0.191881243,0.189657187,0.129412922,,0.141862657,0.141862657,0.00000714,9.01E-11,1.13E-69
1927,0,0.187275874,0.182300022,0.191672409,0.189449708,0.129265166,,0.141717479,0.141717479,0.00000712,8.89E-11,1.13E-69
1928,0,0.187071662,0.182101245,0.191463911,0.189242563,0.129117655,,0.141572526,0.141572526,0.00000709,8.77E-11,1.13E-69
1929,0,0.186867779,0.181902788,0.191255747,0.189035752,0.128970389,,0.141427795,0.141427795,0.00000707,8.65E-11,1.13E-69
1930,0,0.186664223,0.18170465,0.191047917,0.188829273,0.128823367,,0.141283288,0.141283288,0.00000705,8.53E-11,1.13E-69
1931,0,0.186460995,0.18150683,0.190840421,0.188623127,0.128676589,,0.141139003,0.141139003,0.00000703,8.41E-11,1.13E-69
1932,0,0.186258092,0.181309328,0.190633257,0.188417312,0.128530053,,0.140994939,0.140994939,0.000007,8.30E-11,1.13E-69
1933,0,0.186055515,0.181112143,0.190426425,0.188211829,0.128383761,,0.140851098,0.140851098,0.00000698,8.19E-11,1.13E-69
1934,0,0.185853263,0.180915275,0.190219924,0.188006675,0.12823771,,0.140707477,0.140707477,0.00000696,8.08E-11,1.13E-69
1935,0,0.185651335,0.180718722,0.190013754,0.18780185,0.1280919,,0.140564077,0.140564077,0.00000694,7.97E-11,1.13E-69
1936,0,0.185449731,0.180522484,0.189807913,0.187597355,0.127946332,,0.140420897,0.140420897,0.00000692,7.86E-11,1.13E-69
1937,0,0.185248449,0.18032656,0.189602401,0.187393187,0.127801004,,0.140277937,0.140277937,0.00000689,7.75E-11,1.13E-69
1938,0,0.18504749,0.18013095,0.189397218,0.187189347,0.127655916,,0.140135195,0.140135195,0.00000687,7.65E-11,1.13E-69
1939,0,0.184846852,0.179935653,0.189192362,0.186985833,0.127511067,,0.139992673,0.139992673,0.00000685,7.54E-11,1.13E-69
1940,0,0.184646534,0.179740668,0.188987834,0.186782645,0.127366457,,0.139850369,0.139850369,0.00000683,7.44E-11,1.13E-69
1941,0,0.184446537,0.179545995,0.188783631,0.186579782,0.127222086,,0.139708283,0.139708283,0.00000681,7.34E-11,1.13E-69
1942,0,0.184246859,0.179351634,0.188579754,0.186377244,0.127077952,,0.139566414,0.139566414,0.00000679,7.24E-11,1.13E-69
1943,0,0.1840475,0.179157582,0.188376203,0.18617503,0.126934055,,0.139424763,0.139424763,0.00000676,7.14E-11,1.13E-69
1944,0,0.183848459,0.17896384,0.188172975,0.185973138,0.126790396,,0.139283327,0.139283327,0.00000674,7.05E-11,1.13E-69
1945,0,0.183649736,0.178770407,0.187970071,0.18577157,0.126646973,,0.139142108,0.139142108,0.00000672,6.95E-11,1.13E-69
1946,0,0.183451329,0.178577283,0.187767489,0.185570323,0.126503785,,0.139001105,0.139001105,0.0000067,6.86E-11,1.13E-69
1947,0,0.183253238,0.178384467,0.18756523,0.185369397,0.126360833,,0.138860317,0.138860317,0.00000668,6.76E-11,1.13E-69
1948,0,0.183055462,0.178191957,0.187363292,0.185168792,0.126218116,,0.138719743,0.138719743,0.00000666,6.67E-11,1.13E-69
1949,0,0.182858001,0.177999754,0.187161675,0.184968506,0.126075632,,0.138579384,0.138579384,0.00000664,6.58E-11,1.13E-69
1950,0,0.182660855,0.177807857,0.186960379,0.18476854,0.125933383,,0.138439239,0.138439239,0.00000662,6.49E-11,1.13E-69
1951,0,0.182464021,0.177616265,0.186759401,0.184568892,0.125791367,,0.138299307,0.138299307,0.0000066,6.40E-11,1.13E-69
1952,0,0.182267501,0.177424978,0.186558743,0.184369562,0.125649584,,0.138159589,0.138159589,0.00000658,6.32E-11,1.13E-69
1953,0,0.182071292,0.177233994,0.186358402,0.184170548,0.125508032,,0.138020083,0.138020083,0.00000655,6.23E-11,1.13E-69
1954,0,0.181875395,0.177043314,0.186158379,0.183971852,0.125366713,,0.137880789,0.137880789,0.00000653,6.15E-11,1.13E-69
1955,1,0.181679809,0.176852936,0.185958673,0.183773471,0.125225625,,0.137741707,0.137741707,0.00000651,6.06E-11,1.13E-69
1956,0,0.181484533,0.17666286,0.185759283,0.183575405,0.125084768,,0.137602836,0.137602836,0.00000649,5.98E-11,1.13E-69
1957,0,0.181289566,0.176473086,0.185560209,0.183377653,0.124944141,,0.137464176,0.137464176,0.00000647,5.90E-11,1.13E-69
1958,0,0.181094908,0.176283612,0.185361449,0.183180216,0.124803743,,0.137325726,0.137325726,0.00000645,5.82E-11,1.13E-69
1959,0,0.180900558,0.176094439,0.185163004,0.182983091,0.124663575,,0.137187487,0.137187487,0.00000643,5.74E-11,1.13E-69
1960,0,0.180706516,0.175905565,0.184964872,0.182786279,0.124523636,,0.137049457,0.137049457,0.00000641,5.66E-11,1.13E-69
1961,0,0.180512781,0.17571699,0.184767052,0.182589779,0.124383925,,0.136911636,0.136911636,0.00000639,5.59E-11,1.13E-69
1962,0,0.180319352,0.175528713,0.184569545,0.18239359,0.124244442,,0.136774024,0.136774024,0.00000637,5.51E-11,1.13E-69
1963,0,0.180126228,0.175340733,0.18437235,0.182197711,0.124105186,,0.136636621,0.136636621,0.00000635,5.44E-11,1.13E-69
1964,1,0.17993341,0.175153051,0.184175465,0.182002142,0.123966157,,0.136499425,0.136499425,0.00000633,5.36E-11,1.13E-69
1965,0,0.179740896,0.174965665,0.183978891,0.181806882,0.123827355,,0.136362437,0.136362437,0.00000631,5.29E-11,1.13E-69
1966,1,0.179548685,0.174778575,0.183782626,0.181611931,0.123688778,,0.136225655,0.136225655,0.00000629,5.22E-11,1.13E-69
1967,0,0.179356778,0.174591779,0.183586671,0.181417288,0.123550427,,0.136089081,0.136089081,0.00000627,5.15E-11,1.13E-69
1968,0,0.179165173,0.174405279,0.183391023,0.181222953,0.1234123,,0.135952713,0.135952713,0.00000625,5.08E-11,1.13E-69
1969,0,0.17897387,0.174219072,0.183195683,0.181028923,0.123274398,,0.13581655,0.13581655,0.00000623,5.01E-11,1.13E-69
1970,0,0.178782868,0.174033158,0.183000651,0.1808352,0.12313672,,0.135680593,0.135680593,0.00000621,4.94E-11,1.13E-69
1971,0,0.178592167,0.173847537,0.182805924,0.180641782,0.122999266,,0.135544841,0.135544841,0.00000619,4.87E-11,1.13E-69
1972,0,0.178401765,0.173662209,0.182611504,0.180448669,0.122862034,,0.135409294,0.135409294,0.00000618,4.81E-11,1.13E-69
1973,1,0.178211663,0.173477171,0.182417388,0.18025586,0.122725025,,0.13527395,0.13527395,0.00000616,4.74E-11,1.13E-69
1974,0,0.178021859,0.173292425,0.182223577,0.180063355,0.122588238,,0.135138811,0.135138811,0.00000614,4.68E-11,1.13E-69
1975,0,0.177832354,0.173107968,0.18203007,0.179871152,0.122451673,,0.135003875,0.135003875,0.00000612,4.62E-11,1.13E-69
1976,0,0.177643146,0.172923802,0.181836866,0.179679251,0.122315329,,0.134869141,0.134869141,0.0000061,4.55E-11,1.13E-69
1977,0,0.177454235,0.172739924,0.181643965,0.179487652,0.122179205,,0.134734611,0.134734611,0.00000608,4.49E-11,1.13E-69
