Degree,Actual,LOMAX,GLM Type-I,GLM Type-II,GLM Type-III,GLM Type-IV,,PowerLaw_Estimated,Pareto_Estimated,Lognornal_Estimated,PowerLaw_Cutoff_Estimated,Exponential_Estimated
495,0,0.155480032,0.149064135,0.157210296,0.106449198,0.104580531,,0.375767354,0.614647433,0.038277277,0.001028104,3.99E-12
496,0,0.154708296,0.148314117,0.156431632,0.105861282,0.103997343,,0.374436497,0.612719644,0.037991806,0.001006079,3.72E-12
497,0,0.153941908,0.147569348,0.155658357,0.10527776,0.103418537,,0.37311302,0.610801766,0.037708938,0.00098453,3.48E-12
498,0,0.153180821,0.146829781,0.154890422,0.104698591,0.102844073,,0.371796867,0.608893729,0.037428646,0.000963446,3.25E-12
499,0,0.152424987,0.146095368,0.15412778,0.104123733,0.10227391,,0.370487982,0.606995461,0.037150901,0.000942816,3.04E-12
500,0,0.151674361,0.145366065,0.153370384,0.103553147,0.101708007,,0.369186313,0.605106894,0.036875677,0.000922632,2.84E-12
501,0,0.150928895,0.144641825,0.152618188,0.102986792,0.101146324,,0.367891803,0.603227959,0.036602945,0.000902883,2.65E-12
502,0,0.150188545,0.143922603,0.151871146,0.10242463,0.100588821,,0.3666044,0.601358587,0.036332679,0.00088356,2.48E-12
503,0,0.149453265,0.143208356,0.151129213,0.10186662,0.10003546,,0.365324051,0.599498712,0.036064853,0.000864653,2.31E-12
504,0,0.148723012,0.142499039,0.150392343,0.101312724,0.099486201,,0.364050703,0.597648265,0.03579944,0.000846154,2.16E-12
505,0,0.14799774,0.141794608,0.149660493,0.100762904,0.098941007,,0.362784305,0.595807181,0.035536415,0.000828054,2.02E-12
506,0,0.147277407,0.141095021,0.148933618,0.100217123,0.09839984,,0.361524803,0.593975393,0.035275752,0.000810344,1.89E-12
507,0,0.146561968,0.140400234,0.148211676,0.099675342,0.097862662,,0.360272149,0.592152838,0.035017426,0.000793015,1.76E-12
508,0,0.145851382,0.139710207,0.147494623,0.099137525,0.097329436,,0.35902629,0.590339449,0.034761413,0.00077606,1.65E-12
509,0,0.145145607,0.139024896,0.146782417,0.098603636,0.096800127,,0.357787176,0.588535164,0.034507687,0.000759469,1.54E-12
510,0,0.1444446,0.138344261,0.146075015,0.098073637,0.096274696,,0.356554759,0.586739918,0.034256224,0.000743236,1.44E-12
511,0,0.14374832,0.13766826,0.145372377,0.097547494,0.09575311,,0.355328989,0.584953649,0.034007001,0.000727353,1.34E-12
512,0,0.143056726,0.136996854,0.144674461,0.097025172,0.095235332,,0.354109816,0.583176294,0.033759993,0.000711811,1.26E-12
513,0,0.142369779,0.136330003,0.143981226,0.096506634,0.094721328,,0.352897193,0.581407792,0.033515178,0.000696604,1.17E-12
514,0,0.141687437,0.135667667,0.143292632,0.095991847,0.094211063,,0.351691073,0.579648081,0.033272532,0.000681724,1.10E-12
515,0,0.141009661,0.135009806,0.142608639,0.095480777,0.093704503,,0.350491406,0.577897101,0.033032032,0.000667164,1.02E-12
516,0,0.140336412,0.134356382,0.141929208,0.094973389,0.093201614,,0.349298148,0.576154792,0.032793657,0.000652918,9.57E-13
517,0,0.139667652,0.133707358,0.141254299,0.094469651,0.092702362,,0.34811125,0.574421093,0.032557383,0.000638977,8.94E-13
518,0,0.139003341,0.133062694,0.140583875,0.093969529,0.092206715,,0.346930667,0.572695947,0.032323189,0.000625337,8.35E-13
519,0,0.138343442,0.132422354,0.139917896,0.09347299,0.091714639,,0.345756353,0.570979293,0.032091053,0.000611989,7.80E-13
520,1,0.137687917,0.1317863,0.139256325,0.092980002,0.091226103,,0.344588264,0.569271076,0.031860953,0.000598929,7.29E-13
521,0,0.13703673,0.131154495,0.138599125,0.092490533,0.090741075,,0.343426353,0.567571235,0.031632869,0.000586149,6.81E-13
522,0,0.136389843,0.130526904,0.137946258,0.092004552,0.090259522,,0.342270577,0.565879716,0.031406779,0.000573644,6.36E-13
523,0,0.135747219,0.12990349,0.137297688,0.091522027,0.089781414,,0.341120891,0.56419646,0.031182663,0.000561407,5.94E-13
524,0,0.135108823,0.129284218,0.136653378,0.091042928,0.089306719,,0.339977252,0.562521413,0.0309605,0.000549434,5.55E-13
525,0,0.13447462,0.128669053,0.136013293,0.090567222,0.088835407,,0.338839617,0.560854518,0.030740271,0.000537717,5.19E-13
526,0,0.133844573,0.128057959,0.135377397,0.090094882,0.088367448,,0.337707943,0.55919572,0.030521954,0.000526252,4.85E-13
527,0,0.133218648,0.127450902,0.134745655,0.089625875,0.087902811,,0.336582187,0.557544965,0.030305531,0.000515033,4.53E-13
528,0,0.13259681,0.126847848,0.134118032,0.089160173,0.087441467,,0.335462307,0.555902199,0.030090983,0.000504055,4.23E-13
529,0,0.131979026,0.126248763,0.133494494,0.088697746,0.086983386,,0.334348262,0.554267368,0.029878288,0.000493312,3.95E-13
530,0,0.13136526,0.125653615,0.132875006,0.088238566,0.086528541,,0.33324001,0.552640418,0.02966743,0.0004828,3.69E-13
531,0,0.13075548,0.125062369,0.132259535,0.087782603,0.086076901,,0.33213751,0.551021298,0.029458389,0.000472514,3.45E-13
532,0,0.130149653,0.124474992,0.131648047,0.087329829,0.085628438,,0.331040722,0.549409954,0.029251146,0.000462448,3.22E-13
533,0,0.129547744,0.123891454,0.131040509,0.086880217,0.085183125,,0.329949605,0.547806334,0.029045683,0.000452598,3.01E-13
534,0,0.128949723,0.123311721,0.130436889,0.086433738,0.084740934,,0.328864119,0.546210389,0.028841982,0.000442959,2.81E-13
535,0,0.128355557,0.122735761,0.129837154,0.085990364,0.084301836,,0.327784225,0.544622065,0.028640025,0.000433527,2.63E-13
536,0,0.127765214,0.122163544,0.129241272,0.085550069,0.083865805,,0.326709884,0.543041313,0.028439794,0.000424297,2.46E-13
537,0,0.127178662,0.121595038,0.128649211,0.085112825,0.083432814,,0.325641057,0.541468083,0.028241272,0.000415265,2.30E-13
538,0,0.12659587,0.121030212,0.12806094,0.084678607,0.083002837,,0.324577706,0.539902325,0.028044442,0.000406426,2.14E-13
539,0,0.126016807,0.120469036,0.127476427,0.084247387,0.082575846,,0.323519791,0.53834399,0.027849286,0.000397777,2.00E-13
540,0,0.125441443,0.11991148,0.126895642,0.083819139,0.082151816,,0.322467277,0.536793029,0.027655788,0.000389313,1.87E-13
541,0,0.124869747,0.119357513,0.126318554,0.083393838,0.081730721,,0.321420124,0.535249393,0.027463931,0.00038103,1.75E-13
542,0,0.12430169,0.118807107,0.125745134,0.082971459,0.081312535,,0.320378296,0.533713034,0.027273698,0.000372925,1.63E-13
543,0,0.123737241,0.118260231,0.125175351,0.082551975,0.080897234,,0.319341756,0.532183905,0.027085073,0.000364993,1.53E-13
544,0,0.123176371,0.117716858,0.124609175,0.082135362,0.080484792,,0.318310467,0.530661959,0.02689804,0.000357231,1.43E-13
545,0,0.122619052,0.117176957,0.124046577,0.081721595,0.080075184,,0.317284394,0.529147148,0.026712583,0.000349635,1.33E-13
546,0,0.122065253,0.116640501,0.123487529,0.081310649,0.079668386,,0.3162635,0.527639426,0.026528686,0.000342201,1.25E-13
547,0,0.121514947,0.116107462,0.122932002,0.080902501,0.079264374,,0.31524775,0.526138748,0.026346335,0.000334927,1.16E-13
548,0,0.120968106,0.115577812,0.122379966,0.080497127,0.078863124,,0.314237109,0.524645067,0.026165512,0.000327808,1.09E-13
549,0,0.120424701,0.115051523,0.121831394,0.080094501,0.078464611,,0.313231541,0.523158338,0.025986204,0.000320842,1.02E-13
550,0,0.119884705,0.114528568,0.121286258,0.079694602,0.078068813,,0.312231013,0.521678516,0.025808395,0.000314024,9.49E-14
551,0,0.11934809,0.11400892,0.120744531,0.079297406,0.077675707,,0.311235489,0.520205557,0.02563207,0.000307353,8.86E-14
552,0,0.11881483,0.113492551,0.120206185,0.07890289,0.077285268,,0.310244936,0.518739416,0.025457215,0.000300823,8.28E-14
553,0,0.118284896,0.112979437,0.119671192,0.07851103,0.076897475,,0.30925932,0.51728005,0.025283815,0.000294434,7.74E-14
554,0,0.117758264,0.11246955,0.119139527,0.078121805,0.076512305,,0.308278607,0.515827415,0.025111856,0.000288181,7.23E-14
555,0,0.117234905,0.111962864,0.118611162,0.077735193,0.076129736,,0.307302764,0.514381468,0.024941324,0.000282062,6.75E-14
556,0,0.116714795,0.111459354,0.118086072,0.07735117,0.075749745,,0.306331759,0.512942166,0.024772204,0.000276073,6.31E-14
557,0,0.116197907,0.110958994,0.11756423,0.076969715,0.075372311,,0.305365558,0.511509467,0.024604482,0.000270212,5.90E-14
558,0,0.115684215,0.110461759,0.11704561,0.076590808,0.074997412,,0.30440413,0.510083329,0.024438146,0.000264477,5.51E-14
559,0,0.115173695,0.109967624,0.116530187,0.076214425,0.074625027,,0.303447442,0.50866371,0.024273181,0.000258864,5.15E-14
560,0,0.114666322,0.109476564,0.116017936,0.075840546,0.074255134,,0.302495463,0.507250569,0.024109574,0.000253371,4.81E-14
561,0,0.114162069,0.108988555,0.115508831,0.07546915,0.073887712,,0.301548161,0.505843864,0.023947312,0.000247995,4.49E-14
562,0,0.113660913,0.108503572,0.115002848,0.075100216,0.073522742,,0.300605504,0.504443555,0.023786382,0.000242734,4.20E-14
563,0,0.113162829,0.108021592,0.114499963,0.074733724,0.073160201,,0.299667463,0.503049602,0.02362677,0.000237585,3.92E-14
564,0,0.112667794,0.107542591,0.11400015,0.074369654,0.072800071,,0.298734005,0.501661964,0.023468465,0.000232546,3.66E-14
565,0,0.112175783,0.107066544,0.113503386,0.074007984,0.07244233,,0.297805101,0.500280602,0.023311453,0.000227614,3.42E-14
566,0,0.111686772,0.10659343,0.113009647,0.073648695,0.072086959,,0.29688072,0.498905477,0.023155721,0.000222788,3.20E-14
567,0,0.111200738,0.106123224,0.112518909,0.073291768,0.071733938,,0.295960833,0.497536548,0.023001258,0.000218065,2.99E-14
568,0,0.110717658,0.105655904,0.112031149,0.072937182,0.071383247,,0.29504541,0.496173778,0.022848051,0.000213442,2.79E-14
569,0,0.110237509,0.105191446,0.111546344,0.07258492,0.071034868,,0.29413442,0.494817128,0.022696089,0.000208918,2.61E-14
570,0,0.109760267,0.10472983,0.11106447,0.07223496,0.070688781,,0.293227836,0.49346656,0.022545358,0.000204491,2.44E-14
571,0,0.109285911,0.104271032,0.110585505,0.071887284,0.070344966,,0.292325628,0.492122035,0.022395848,0.000200158,2.28E-14
572,0,0.108814418,0.10381503,0.110109427,0.071541875,0.070003406,,0.291427767,0.490783517,0.022247546,0.000195917,2.13E-14
573,0,0.108345766,0.103361803,0.109636213,0.071198712,0.069664082,,0.290534225,0.489450969,0.022100441,0.000191766,1.99E-14
574,0,0.107879932,0.102911328,0.109165841,0.070857777,0.069326975,,0.289644973,0.488124352,0.021954522,0.000187704,1.86E-14
575,0,0.107416896,0.102463586,0.108698289,0.070519053,0.068992067,,0.288759984,0.486803631,0.021809777,0.000183729,1.73E-14
576,0,0.106956635,0.102018553,0.108233535,0.070182521,0.06865934,,0.28787923,0.485488769,0.021666196,0.000179838,1.62E-14
577,0,0.106499128,0.10157621,0.107771558,0.069848163,0.068328776,,0.287002683,0.484179729,0.021523766,0.00017603,1.51E-14
578,0,0.106044354,0.101136536,0.107312336,0.069515962,0.068000358,,0.286130316,0.482876478,0.021382477,0.000172304,1.41E-14
579,0,0.105592292,0.100699509,0.10685585,0.069185901,0.067674068,,0.285262101,0.481578977,0.021242319,0.000168656,1.32E-14
580,0,0.105142922,0.10026511,0.106402076,0.06885796,0.067349888,,0.284398013,0.480287193,0.02110328,0.000165086,1.23E-14
581,0,0.104696222,0.099833318,0.105950996,0.068532125,0.067027802,,0.283538023,0.479001091,0.02096535,0.000161593,1.15E-14
582,0,0.104252173,0.099404113,0.105502588,0.068208377,0.066707793,,0.282682107,0.477720635,0.020828519,0.000158173,1.08E-14
583,0,0.103810754,0.098977476,0.105056832,0.067886699,0.066389843,,0.281830237,0.476445792,0.020692776,0.000154826,1.01E-14
584,0,0.103371945,0.098553387,0.104613708,0.067567076,0.066073936,,0.280982387,0.475176527,0.020558111,0.000151551,9.41E-15
585,0,0.102935727,0.098131825,0.104173195,0.06724949,0.065760055,,0.280138532,0.473912805,0.020424513,0.000148345,8.79E-15
586,0,0.10250208,0.097712773,0.103735275,0.066933925,0.065448185,,0.279298646,0.472654595,0.020291973,0.000145208,8.21E-15
587,0,0.102070984,0.097296211,0.103299928,0.066620365,0.065138309,,0.278462704,0.471401862,0.020160481,0.000142137,7.67E-15
588,0,0.10164242,0.096882119,0.102867134,0.066308793,0.06483041,,0.27763068,0.470154573,0.020030027,0.000139131,7.17E-15
589,0,0.101216369,0.09647048,0.102436874,0.065999195,0.064524474,,0.27680255,0.468912695,0.019900602,0.00013619,6.70E-15
590,0,0.100792812,0.096061274,0.102009129,0.065691554,0.064220484,,0.275978288,0.467676196,0.019772195,0.00013331,6.26E-15
591,0,0.100371731,0.095654483,0.10158388,0.065385854,0.063918425,,0.27515787,0.466445043,0.019644797,0.000130493,5.85E-15
592,0,0.099953106,0.09525009,0.101161108,0.065082081,0.063618281,,0.274341273,0.465219204,0.019518399,0.000127735,5.46E-15
593,0,0.09953692,0.094848075,0.100740796,0.064780218,0.063320037,,0.273528471,0.463998648,0.019392992,0.000125035,5.10E-15
594,0,0.099123154,0.094448421,0.100322924,0.064480252,0.063023678,,0.27271944,0.462783342,0.019268566,0.000122393,4.77E-15
595,0,0.09871179,0.09405111,0.099907474,0.064182165,0.06272919,,0.271914157,0.461573256,0.019145112,0.000119807,4.45E-15
596,0,0.098302811,0.093656124,0.099494428,0.063885945,0.062436556,,0.271112598,0.460368358,0.019022622,0.000117276,4.16E-15
597,0,0.097896198,0.093263447,0.099083769,0.063591576,0.062145762,,0.27031474,0.459168617,0.018901086,0.000114799,3.89E-15
598,0,0.097491934,0.092873061,0.098675479,0.063299043,0.061856795,,0.26952056,0.457974003,0.018780496,0.000112374,3.63E-15
599,0,0.097090002,0.092484948,0.09826954,0.063008333,0.061569639,,0.268730033,0.456784485,0.018660842,0.000110001,3.39E-15
600,0,0.096690384,0.092099093,0.097865935,0.06271943,0.06128428,,0.267943139,0.455600033,0.018542117,0.000107679,3.17E-15
601,0,0.096293063,0.091715477,0.097464646,0.062432321,0.061000705,,0.267159853,0.454420617,0.018424312,0.000105405,2.96E-15
602,0,0.095898022,0.091334085,0.097065657,0.062146991,0.060718898,,0.266380153,0.453246208,0.018307418,0.00010318,2.77E-15
603,0,0.095505245,0.090954899,0.096668951,0.061863428,0.060438847,,0.265604018,0.452076776,0.018191427,0.000101002,2.59E-15
604,0,0.095114715,0.090577904,0.09627451,0.061581616,0.060160537,,0.264831424,0.450912291,0.018076331,0.0000989,2.42E-15
605,0,0.094726415,0.090203084,0.095882319,0.061301542,0.059883954,,0.26406235,0.449752724,0.017962121,0.0000968,2.26E-15
606,0,0.094340329,0.089830421,0.095492361,0.061023193,0.059609086,,0.263296774,0.448598047,0.01784879,0.0000947,2.11E-15
607,0,0.093956441,0.089459901,0.095104619,0.060746556,0.059335919,,0.262534675,0.447448232,0.017736329,0.0000927,1.97E-15
608,0,0.093574734,0.089091508,0.094719077,0.060471616,0.05906444,,0.26177603,0.446303248,0.017624731,0.0000908,1.84E-15
609,0,0.093195194,0.088725225,0.09433572,0.060198362,0.058794636,,0.261020819,0.445163069,0.017513987,0.0000889,1.72E-15
610,0,0.092817803,0.088361038,0.093954531,0.059926779,0.058526493,,0.260269021,0.444027667,0.017404091,0.000087,1.61E-15
611,0,0.092442547,0.087998931,0.093575495,0.059656856,0.058259998,,0.259520614,0.442897013,0.017295034,0.0000852,1.50E-15
612,0,0.09206941,0.087638889,0.093198595,0.059388579,0.05799514,,0.258775578,0.44177108,0.017186809,0.0000834,1.40E-15
613,0,0.091698376,0.087280897,0.092823818,0.059121936,0.057731905,,0.258033891,0.44064984,0.017079408,0.0000816,1.31E-15
614,0,0.091329431,0.08692494,0.092451146,0.058856913,0.057470281,,0.257295534,0.439533267,0.016972824,0.0000799,1.22E-15
615,0,0.09096256,0.086571003,0.092080566,0.0585935,0.057210256,,0.256560487,0.438421334,0.016867049,0.0000782,1.14E-15
616,0,0.090597746,0.086219071,0.091712062,0.058331682,0.056951816,,0.255828728,0.437314013,0.016762077,0.0000766,1.07E-15
617,0,0.090234976,0.08586913,0.091345619,0.058071449,0.056694951,,0.255100239,0.436211278,0.016657899,0.0000749,9.99E-16
618,0,0.089874235,0.085521165,0.090981222,0.057812788,0.056439648,,0.254374998,0.435113103,0.01655451,0.0000734,9.33E-16
619,0,0.089515508,0.085175163,0.090618857,0.057555687,0.056185894,,0.253652987,0.434019461,0.016451901,0.0000718,8.72E-16
620,0,0.089158781,0.084831109,0.090258509,0.057300135,0.055933679,,0.252934186,0.432930327,0.016350066,0.0000703,8.14E-16
621,0,0.08880404,0.084488988,0.089900163,0.057046119,0.05568299,,0.252218575,0.431845675,0.016248999,0.0000688,7.61E-16
622,0,0.08845127,0.084148788,0.089543806,0.056793628,0.055433817,,0.251506136,0.430765479,0.016148691,0.0000674,7.11E-16
623,0,0.088100457,0.083810494,0.089189423,0.05654265,0.055186146,,0.250796848,0.429689714,0.016049137,0.000066,6.64E-16
624,0,0.087751588,0.083474092,0.088837,0.056293174,0.054939968,,0.250090694,0.428618354,0.015950329,0.0000646,6.21E-16
625,0,0.087404648,0.08313957,0.088486524,0.056045188,0.05469527,,0.249387653,0.427551374,0.015852262,0.0000632,5.80E-16
626,0,0.087059624,0.082806913,0.08813798,0.055798682,0.054452041,,0.248687709,0.42648875,0.015754928,0.0000619,5.42E-16
627,0,0.086716502,0.082476108,0.087791355,0.055553645,0.054210271,,0.247990841,0.425430457,0.015658321,0.0000606,5.06E-16
628,0,0.08637527,0.082147142,0.087446635,0.055310064,0.053969948,,0.247297032,0.42437647,0.015562435,0.0000593,4.73E-16
629,0,0.086035912,0.081820002,0.087103807,0.05506793,0.053731062,,0.246606264,0.423326765,0.015467263,0.000058,4.42E-16
630,0,0.085698417,0.081494676,0.086762857,0.054827231,0.053493601,,0.245918517,0.422281318,0.015372799,0.0000568,4.13E-16
631,0,0.085362771,0.081171149,0.086423773,0.054587957,0.053257556,,0.245233775,0.421240105,0.015279036,0.0000556,3.86E-16
632,0,0.085028962,0.08084941,0.08608654,0.054350097,0.053022914,,0.24455202,0.420203102,0.01518597,0.0000545,3.60E-16
633,0,0.084696975,0.080529445,0.085751147,0.05411364,0.052789667,,0.243873233,0.419170285,0.015093593,0.0000533,3.37E-16
634,0,0.084366799,0.080211242,0.085417581,0.053878577,0.052557803,,0.243197397,0.418141631,0.015001899,0.0000522,3.14E-16
635,0,0.084038421,0.07989479,0.085085827,0.053644896,0.052327312,,0.242524495,0.417117116,0.014910882,0.0000511,2.94E-16
636,0,0.083711828,0.079580074,0.084755875,0.053412588,0.052098183,,0.241854509,0.416096718,0.014820538,0.00005,2.74E-16
637,0,0.083387008,0.079267084,0.084427711,0.053181643,0.051870408,,0.241187422,0.415080414,0.014730859,0.000049,2.56E-16
638,0,0.083063949,0.078955807,0.084101323,0.052952049,0.051643975,,0.240523217,0.41406818,0.014641839,0.0000479,2.40E-16
639,0,0.082742637,0.078646232,0.083776698,0.052723798,0.051418876,,0.239861877,0.413059994,0.014553474,0.0000469,2.24E-16
640,0,0.082423062,0.078338345,0.083453825,0.052496879,0.051195099,,0.239203386,0.412055834,0.014465758,0.0000459,2.09E-16
641,0,0.08210521,0.078032136,0.08313269,0.052271283,0.050972635,,0.238547726,0.411055677,0.014378684,0.000045,1.95E-16
642,0,0.081789071,0.077727592,0.082813283,0.052047,0.050751474,,0.237894882,0.410059501,0.014292247,0.000044,1.83E-16
643,0,0.081474632,0.077424703,0.082495592,0.05182402,0.050531608,,0.237244836,0.409067284,0.014206443,0.0000431,1.71E-16
644,0,0.081161882,0.077123456,0.082179603,0.051602334,0.050313025,,0.236597572,0.408079004,0.014121264,0.0000422,1.59E-16
645,0,0.080850808,0.07682384,0.081865307,0.051381932,0.050095718,,0.235953074,0.407094639,0.014036707,0.0000413,1.49E-16
646,0,0.0805414,0.076525845,0.08155269,0.051162805,0.049879676,,0.235311326,0.406114169,0.013952765,0.0000404,1.39E-16
647,0,0.080233646,0.076229458,0.081241742,0.050944944,0.04966489,,0.234672313,0.405137571,0.013869433,0.0000396,1.30E-16
648,0,0.079927534,0.075934668,0.080932451,0.050728339,0.049451352,,0.234036017,0.404164824,0.013786706,0.0000388,1.21E-16
649,0,0.079623054,0.075641465,0.080624806,0.050512981,0.049239051,,0.233402424,0.403195908,0.01370458,0.000038,1.13E-16
650,0,0.079320193,0.075349838,0.080318795,0.050298862,0.049027979,,0.232771518,0.402230801,0.013623047,0.0000372,1.06E-16
651,1,0.079018942,0.075059775,0.080014408,0.050085971,0.048818128,,0.232143283,0.401269482,0.013542105,0.0000364,9.90E-17
652,0,0.078719289,0.074771266,0.079711633,0.049874301,0.048609487,,0.231517704,0.400311931,0.013461747,0.0000356,9.25E-17
653,0,0.078421224,0.074484301,0.079410459,0.049663843,0.048402049,,0.230894766,0.399358127,0.013381968,0.0000349,8.64E-17
654,0,0.078124734,0.074198868,0.079110876,0.049454587,0.048195804,,0.230274454,0.398408051,0.013302765,0.0000341,8.08E-17
655,0,0.077829811,0.073914958,0.078812873,0.049246525,0.047990745,,0.229656751,0.397461681,0.01322413,0.0000334,7.55E-17
656,0,0.077536443,0.07363256,0.078516438,0.049039649,0.047786861,,0.229041645,0.396518997,0.013146061,0.0000327,7.05E-17
657,0,0.077244619,0.073351663,0.078221562,0.04883395,0.047584146,,0.228429119,0.39557998,0.013068552,0.000032,6.59E-17
658,0,0.076954329,0.073072257,0.077928234,0.048629419,0.04738259,,0.227819159,0.39464461,0.012991599,0.0000314,6.15E-17
659,0,0.076665564,0.072794333,0.077636444,0.048426049,0.047182186,,0.22721175,0.393712867,0.012915195,0.0000307,5.75E-17
660,0,0.076378312,0.07251788,0.07734618,0.04822383,0.046982924,,0.226606878,0.392784732,0.012839338,0.0000301,5.37E-17
661,0,0.076092563,0.072242888,0.077057433,0.048022755,0.046784797,,0.226004528,0.391860185,0.012764023,0.0000294,5.02E-17
662,0,0.075808308,0.071969347,0.076770193,0.047822816,0.046587797,,0.225404687,0.390939207,0.012689244,0.0000288,4.69E-17
663,0,0.075525535,0.071697248,0.07648445,0.047624004,0.046391915,,0.224807339,0.390021778,0.012614997,0.0000282,4.38E-17
664,0,0.075244237,0.071426581,0.076200193,0.047426311,0.046197143,,0.224212471,0.389107881,0.012541279,0.0000276,4.09E-17
665,0,0.074964402,0.071157336,0.075917413,0.04722973,0.046003475,,0.223620069,0.388197495,0.012468083,0.000027,3.82E-17
666,0,0.07468602,0.070889503,0.0756361,0.047034253,0.045810901,,0.223030119,0.387290603,0.012395407,0.0000265,3.57E-17
667,0,0.074409083,0.070623074,0.075356243,0.046839871,0.045619414,,0.222442607,0.386387185,0.012323245,0.0000259,3.34E-17
668,0,0.07413358,0.070358038,0.075077834,0.046646577,0.045429006,,0.221857519,0.385487223,0.012251594,0.0000254,3.12E-17
669,0,0.073859501,0.070094386,0.074800863,0.046454364,0.04523967,,0.221274842,0.384590699,0.012180449,0.0000248,2.91E-17
670,0,0.073586839,0.069832109,0.07452532,0.046263223,0.045051398,,0.220694562,0.383697595,0.012109805,0.0000243,2.72E-17
671,0,0.073315582,0.069571199,0.074251196,0.046073148,0.044864183,,0.220116665,0.382807891,0.01203966,0.0000238,2.54E-17
672,0,0.073045722,0.069311645,0.073978481,0.04588413,0.044678017,,0.21954114,0.381921572,0.011970008,0.0000233,2.38E-17
673,0,0.07277725,0.069053439,0.073707166,0.045696163,0.044492892,,0.218967971,0.381038617,0.011900845,0.0000228,2.22E-17
674,0,0.072510156,0.068796571,0.073437242,0.045509238,0.044308802,,0.218397147,0.38015901,0.011832168,0.0000223,2.07E-17
675,0,0.072244431,0.068541034,0.073168699,0.045323349,0.044125738,,0.217828654,0.379282734,0.011763972,0.0000219,1.94E-17
676,0,0.071980067,0.068286817,0.07290153,0.045138489,0.043943695,,0.217262478,0.37840977,0.011696253,0.0000214,1.81E-17
677,0,0.071717054,0.068033913,0.072635724,0.04495465,0.043762664,,0.216698609,0.377540101,0.011629008,0.000021,1.69E-17
678,0,0.071455383,0.067782313,0.072371272,0.044771825,0.043582639,,0.216137031,0.37667371,0.011562232,0.0000205,1.58E-17
679,0,0.071195046,0.067532007,0.072108166,0.044590007,0.043403613,,0.215577733,0.37581058,0.011495922,0.0000201,1.48E-17
680,0,0.070936034,0.067282988,0.071846398,0.044409189,0.043225578,,0.215020703,0.374950694,0.011430074,0.0000197,1.38E-17
681,0,0.070678338,0.067035247,0.071585958,0.044229364,0.043048528,,0.214465927,0.374094034,0.011364684,0.0000193,1.29E-17
682,0,0.07042195,0.066788776,0.071326837,0.044050526,0.042872456,,0.213913394,0.373240584,0.011299748,0.0000189,1.20E-17
683,0,0.070166862,0.066543566,0.071069027,0.043872667,0.042697355,,0.21336309,0.372390328,0.011235263,0.0000185,1.13E-17
684,0,0.069913064,0.066299609,0.07081252,0.04369578,0.042523218,,0.212815004,0.371543248,0.011171225,0.0000181,1.05E-17
685,0,0.069660548,0.066056897,0.070557307,0.04351986,0.042350039,,0.212269124,0.370699328,0.011107629,0.0000177,9.82E-18
686,0,0.069409307,0.065815422,0.07030338,0.043344899,0.042177811,,0.211725437,0.369858553,0.011044473,0.0000173,9.18E-18
687,0,0.069159331,0.065575175,0.07005073,0.04317089,0.042006528,,0.211183932,0.369020904,0.010981754,0.000017,8.57E-18
688,0,0.068910613,0.065336149,0.069799349,0.042997828,0.041836182,,0.210644596,0.368186367,0.010919466,0.0000166,8.01E-18
689,0,0.068663144,0.065098336,0.06954923,0.042825706,0.041666768,,0.210107418,0.367354925,0.010857608,0.0000163,7.48E-18
690,0,0.068416917,0.064861727,0.069300363,0.042654517,0.041498279,,0.209572386,0.366526563,0.010796175,0.0000159,6.99E-18
691,0,0.068171923,0.064626316,0.069052741,0.042484254,0.041330709,,0.209039489,0.365701264,0.010735164,0.0000156,6.53E-18
692,0,0.067928155,0.064392093,0.068806355,0.042314913,0.041164051,,0.208508714,0.364879013,0.010674571,0.0000153,6.10E-18
693,0,0.067685605,0.064159053,0.068561199,0.042146485,0.0409983,,0.20798005,0.364059794,0.010614394,0.0000149,5.70E-18
694,0,0.067444264,0.063927186,0.068317263,0.041978966,0.040833449,,0.207453486,0.363243592,0.010554628,0.0000146,5.33E-18
695,0,0.067204126,0.063696485,0.068074541,0.041812349,0.040669491,,0.206929011,0.362430391,0.010495271,0.0000143,4.98E-18
696,0,0.066965181,0.063466944,0.067833024,0.041646627,0.040506421,,0.206406613,0.361620175,0.010436319,0.000014,4.65E-18
697,0,0.066727424,0.063238553,0.067592705,0.041481795,0.040344233,,0.20588628,0.360812931,0.010377769,0.0000137,4.34E-18
698,0,0.066490846,0.063011307,0.067353576,0.041317847,0.040182921,,0.205368003,0.360008641,0.010319618,0.0000134,4.06E-18
699,0,0.06625544,0.062785197,0.06711563,0.041154776,0.040022478,,0.20485177,0.359207293,0.010261862,0.0000132,3.79E-18
700,0,0.066021198,0.062560217,0.066878858,0.040992577,0.039862899,,0.204337569,0.358408869,0.010204498,0.0000129,3.54E-18
701,1,0.065788112,0.062336359,0.066643254,0.040831244,0.039704179,,0.203825391,0.357613357,0.010147524,0.0000126,3.31E-18
702,0,0.065556177,0.062113616,0.066408811,0.040670772,0.03954631,,0.203315223,0.35682074,0.010090935,0.0000124,3.09E-18
703,0,0.065325384,0.06189198,0.06617552,0.040511153,0.039389288,,0.202807056,0.356031005,0.01003473,0.0000121,2.89E-18
704,0,0.065095725,0.061671446,0.065943375,0.040352383,0.039233107,,0.202300879,0.355244136,0.009978904,0.0000118,2.70E-18
